id,score,title
1143353310,0.5899311384133025,Our generous refugee rules.
1513565885,0.5899291329238944,Canada's refugee system is a dead end for terrorists.
2459956848,0.5892446092353453,Tolerance for refugees has limits--even in Canada.
1125704957,0.5892445302946832,"Refugee flow won't be cut, Caplan vows."
1237217186,0.5892403586955272,No sugar coating for sour legislation.
1368739322,0.5887877960807991,Tighter security cited in refugee-claims decline.
1238543847,0.5886128271294444,"No amnesty for refugees, minister says."
1151549667,0.5885016901846488,A sensible approach to immigration reform.
1151558425,0.586152212519814,How best to rescue the refugees?.
1238395956,0.586149620697053,Refugees in waiting.
1351093998,0.5861099972565355,More immigrants needed.
1350808704,0.5860027832685846,Freer Entry for Refugees.
1688061761,0.5858484749402905,Tories introduce bill to thwart 'bogus' refugees.
2459653934,0.5854792455167855,Poll shows Canadians divided on illegal border crossings.
1238432270,0.5833439393884804,"New law to curb refugees violates two rights charters, lawyer asserts."
1151577404,0.5832935312186168,Senate asked to stand and fight.
1368761595,0.5828166745608274,Just who is a refugee?.
1125766074,0.5825964864233005,Canada must stand on guard.
1237160607,0.5800424502985919,Unease over immigration policy may give support to extremists.
2748166752,0.579706124574195,Immigration and borders: a love story.
2748609141,0.5784683988365836,"Ottawa's new approach to refugees is fair, UN says."
1238413252,0.5782091841448286,Group fears harsh refugee legislation planned.
1240457275,0.5780163342179611,New hope for refugees.
1143820246,0.5780078985940231,Refugees 'have right' to fairness and justice.
2273284564,0.5778522131385334,Ottawa seeks assurances from Mexico in lifting visa restrictions.
2459958245,0.5773613766956887,More border resources for migrants is not a solution.
1238288731,0.5771135095935391,Limits to face on the refugees.
1237387924,0.5770686549504517,The arrival gates.
1238535130,0.5769906275429537,"70% of refugees false, Weiner says."
1140419353,0.5767665382002315,"Just say no, four times."
1239227691,0.5766270256075272,Economics not sufficient grounds to refuse refugees.
1288727537,0.5761953726834509,Our Responsibility to the Refugees.
1444874926,0.5750438119783485,IMMIGRATION.
1688062782,0.5740513322641512,"Effective, but a bit more appeal, please."
1237455677,0.5734738893689145,Protection for refugees.
2606085050,0.5731883674193087,"On the asylum seekers file, is Trudeau up to the task?."
1369147798,0.5731547586182423,Attention shoppers.
2273253318,0.572527957059974,Groups call claims limit discriminatory.
1237167914,0.572395899794605,To identify refugees.
1238503876,0.5722915475266032,Power of new migrants law shocks critics.
1411802839,0.5722908931684172,REFUGEES AND IMMIGRATION.
1151572174,0.5713713921808938,Ottawa cuts refugee limit for next year.
1351349699,0.570461106751764,URGES CANADA TO AID CAUSE Of REFUGEES.
1238546138,0.5703123396567374,Mulroney defends refugee legislation.
1688077842,0.5698436148444311,Concession on refugee detentions could be the pattern for needed reforms.
1240457384,0.5692922388223051,Canada's bottom line on refugee admissions.
1314051728,0.5690891804230047,It's about time to bite the bullet.
1140701693,0.5685409172396528,Canada's policies will continue to be generous to immigrants.
1238510953,0.5682231014925364,Ominous overkill in Ottawa's refugee bill.
1444806186,0.5675633682347306,THE SUN SEA.
1239488682,0.566756400033028,Immigration brief.
1143881340,0.5667230361134575,Crucial not to betray values.
1151417816,0.5660479399470136,Refugee system called inefficient.
1151171488,0.5652802109361843,Improving the immigrant flow.
1237498839,0.5645713119260555,"Canada flexible on refugees, minister says."
2122302114,0.5644487750477286,Advocates call refugee goals unrealistic.
1238514161,0.5643252010966038,Leaning on refugees.
1688065561,0.5642699407900938,LETTERS TO THE EDITOR.
1124979234,0.5642276491188498,"Refugee policy too narrow, church group tells Ottawa."
1688079470,0.5640651989025143,Refugee claimants.
1136349713,0.5639295417268765,Guide on civil-war refugees issued.
1151538032,0.5637068841527803,Immigration overhaul sought.
1238550274,0.5636702123104933,Right of refugees to seek asylum is beina eroded conference told.
2748599931,0.5635533673524866,Trudeau defends tougher stand on border.
1436028424,0.5620944566381721,REFUGEES' MAZE.
2459956749,0.5613227701438758,Is Canada ready for a refugee crisis?.
1412186935,0.5609521630968753,REFUGEE LAWS 'DESPERATE PEOPLE WANT TO HEAR THE MOST POSITIVE MESSAGE POSSIBLE'.
1237245348,0.5605050569070065,"Terrorists not admitted to Canada as refugees, minister tells House."
1353772134,0.5601858381280674,IT'S AS OPPORTUNITY.
1444874676,0.5601251789933251,IMMIGRATION AND REFUGEE LEGISLATION.
1444894211,0.5599579818689808,REFUGEE REFORM.
1412222656,0.5599402095120577,Canada has a job to do.
1325762363,0.5597484562247373,Proposed Admission of Refugees Draws Protest by War Veterans.
1143522130,0.5589220405550973,More refugees sheltered in Canada by new rules.
1238543202,0.5577803423057589,LETTERS TO THE EDITOR.
1238429056,0.5574787999832036,Weiner decries attitude of many toward refugee status claimants.
1222363100,0.5573514075526729,Refugee claimants overloading system.
1412596812,0.5565121556689371,VISA REQUIREMENTS.
1444822462,0.556505003245672,REFUGEE POLICY.
1291443630,0.5564421237933954,Canada seeks havens for refugee claimants it turns away.
1238475459,0.5564109775094441,"Refugees finding 'doors slammed,' Amnesty reports as rules tightened."
1237221054,0.5563744943810858,LETTERS TO THE EDITOR.
2459953513,0.5558369556938844,Country split on asylum seekers: poll.
2610192144,0.5556006689023384,Ottawa can do more on the border issue.
1151109562,0.5553940353189847,Wasted first stage.
1151694043,0.5550978400191834,Changes to immigration laws imminent.
1411890550,0.5549678107616052,Fears spark surge in rate of asylum seekers at border.
1139022527,0.5543904815672999,Guard the open door.
1238614569,0.5542454687215305,Reform of refugee policy should ensure fairness.
2459920398,0.5541460276370346,LETTERS TO THE EDITOR.
1688092662,0.5540707190965258,Ottawa targets Romanian asylum seekers.
1287816582,0.5540021378452334,Ottawa Weighs Plight of Eight Refused Entry.
1434914556,0.5539925540086117,"Canadians fear Asian influx, minister says."
1237499318,0.5534841150231209,New visa rules called threat to refugees.
1238354668,0.5533510005488341,"Immigration confusing, study says."
1239235517,0.553023566833108,For refugees who have found no refuge.
1238500318,0.5530164360983023,Custody rule could halt bogus refugees.
1238284766,0.5529945828562659,Two bills would respect rights under the Charter.
1151737388,0.5521598030078766,A better immigration law.
1136811832,0.5512978962233377,There is a difference between everyone and anyone.
1151680593,0.5509266363075148,"20,000 refugees get chance to stay."
1142097046,0.5498001653824746,Who should Canada accept as immigrants?.
1237292367,0.5497884740380935,Keep issues separate.
1291435973,0.5497782516960098,Immigration changes rejected by minister.
1151542509,0.549579480123007,No 'bogus' refugees.
1513515588,0.5492168024020877,IMMIGRATION BAD APPLES.
2459955265,0.5483213222718312,A flawed system.
1222360452,0.5472461210828053,Beating the system.
1151671547,0.547145445640838,"20,000 refugees, migrants wrack immigration system."
1411827944,0.5471360722905438,Canadian attitudes harden on immigration.
1151469914,0.5471281494558998,Restricting immigrants.
1151549681,0.5470995629649729,"Refugees risk torture, execution if forced back, Amnesty charges."
1238490767,0.5469096140958046,Bill tilts off balance in choosing refugees.
1238501373,0.5465879904096546,Ottawa seeks sweeping power to deal with refugees.
1356701118,0.5457652167399919,Canada's refugee rules 'superior'.
1140277400,0.5455220745721375,Time to reform refugee process.
2122233368,0.5454105292464491,"Distinct societies: Why Canada, U.S. diverge on refugees."
1444805086,0.545019117214053,SRI LANKAN REFUGEES.
1151437933,0.5449698824986557,Amnesty angered by proposals to tighten rules on refugee status.
1444806052,0.5444317310688902,IMMIGRATION.
1811314385,0.5444137986501292,Refugee rights.
2459961391,0.543862134858916,Land of liberty.
1143970388,0.5435255897397896,Hard Questions on immigration beg for answers.
2605919044,0.5430591776229743,Idea of a Trump deal muddies the waters around our asylum-seekers policy.
2122071974,0.5426298110417346,The refugee discussion is just beginning.
1412592761,0.5425855846599701,Refugees Harper to table reform that would fast-track claims from safe countries.
2605839693,0.5420967513949736,We disregard asylum seekers at great peril to our humanity.
1238534324,0.5420053947971516,Security checks in bill are a threat to refugees.
2748641171,0.541824744045077,Mexican envoy warns against reimposing visas to address refugee claims.
2459920613,0.5413295541114342,PM concerned about influx of refugees in Manitoba.
2459967220,0.5410549666074432,Border concerns.
1238561921,0.5404744116282248,Refugees in dangerous waters.
1688080666,0.540346924480459,Refugee health care.
1222287717,0.5401704958476878,Letters to the editor.
1400878413,0.5401174372128982,REFUGEE CLAIMS.
1151549635,0.5401137074816604,THE NEWS.
1369002649,0.5400970371045656,"Human rights are for the tricky cases, too."
1143720085,0.5392180913023963,Refugee council appeals to Clinton.
1237490053,0.5382390284920214,Port in the storm.
1143180253,0.5380880711785655,The status of refugees.
1125526469,0.5379703703460194,Immigration security: From bad to worse.
1291469056,0.5373267693638587,Many More Are Waiting.
2748172826,0.5371048734545436,"Liberals' pivot on refugees is 'concerning,' Amnesty says."
2459850067,0.5368837981841359,Advocates urge Canada to keep borders open.
1444932574,0.5367372193208825,MIGRANTS THE RESPONSE.
1444923684,0.5360359235043402,REFUGEE CLAIMANTS.
2610367042,0.5354581050124719,Liberals must address asylum-seeker issue.
2122196299,0.5350719376483689,"By denying entry to some men, Canada betrays its better instincts."
2610443737,0.535051427095229,"HOPE, AT THE BORDER."
1371160481,0.5349202608761644,Approaching the border.
1323583934,0.5343832579993426,Correspondence.
1233232979,0.53432884683757,Canada's refugee door off hinges.
2748260225,0.5342731569718151,Refugee advocates to challenge Canada-U.S. asylum pact.
1241374782,0.5341533672317585,Letters to the editor.
1238623222,0.5339636137057676,Refugees hustling to beat rule deadline.
1325942305,0.5339622291046552,Opposed to Refugees.
1444760833,0.5331908659567716,CANADA.
1444932742,0.532850457132237,IMMIGRATION.
2122292792,0.5327991957710972,Ottawa seeks to ease fears over refugees.
1444895241,0.5324557472827499,REFUGEE BILL.
1325994644,0.5322372215772279,Generosity Urged Toward Refugees.
1444893640,0.5320734297536499,ASYLUM SEEKERS ANALYSIS.
1143841778,0.5320106023379422,Lenient refugee policy urged by church councir.
2273220180,0.5317773424038594,In or out.
2606059093,0.5314283187597887,Asylum-seeker surge at Quebec border chokes refugee system.
1237676569,0.5313186882989349,An unpleasant history of immigration policy.
2748203735,0.531263386543578,Canada is ignoring its own hemisphere.
2121472545,0.5310819635017952,Harper defends how refugees processed.
2459965818,0.5309547508717042,Letter to the Editor 1 -- No Title.
1237352408,0.5308356891316433,Immigration bills assailed as block to refugee claims.
1241414993,0.5304150090917428,'Economic criteria' disliked.
1238440920,0.5301760697981829,Canada follows bad U.S. example on refugees.
1143734078,0.5288174029125613,Refugee law extended to criminals.
1400804556,0.5284514891947119,IMMIGRATION AND REFUGEE PROTECTION ACT.
2606083381,0.527676618866774,How to keep our borders open and safe.
2606151353,0.527663264820127,Asylum seekers must be invited to use our front door.
1238469711,0.5273884473229918,"Refugees, immigrants object to new policy."
2122207189,0.5271884448281418,High rate of Syrian refugees who pass Canadian security screening starkly differs from U.S. figures.
1284696893,0.5269836136692649,Encouraging Immigration.
2122069942,0.5269074500962,Refusing refugees is an IS victory.
1151542117,0.5268365600132632,Refugees creating 'dilemma'.
1239271367,0.5268347777916533,Letter to the Editor 3 -- No Title.
1412781505,0.5265301670078174,REFUGEES.
1151170597,0.5264692303037083,Questioning immigration ethics during Canada's hard times.
2122105594,0.5263671851142616,What Canadians really think about asylum-seekers.
1238511652,0.5262869826619495,LETTERS TO THE EDITOR.
2748600938,0.5262403592476753,Liberals' immigration plan is good policy delivered poorly.
1239623546,0.5262222516609184,A set of new questions.
1151134690,0.5261590526390157,Canada resists redefining refugees.
1237209251,0.525867419738667,"Jailed immigrants face deportation, Bouchard warns."
1151380170,0.5255174390471907,Refugees lack rights.
1149599865,0.525372091193813,Canada seeking to stem flow of refugee claimants.
1323336396,0.525257706164813,CANADA ASKED TO AID REFUGEES FROM EUROPE.
1238485099,0.5251134846731025,Tory is accused of scare tactics over immigration.
1411690308,0.5248316342369327,Canada's future rests with open-door immigration.
1366111232,0.5247492425800879,FIGHTING WORDS.
1325647629,0.5239917542528332,FEDERAL AID FOR REFUGEES IS REQUESTED.
1238510255,0.5238587118702639,"Canada has no choice, Bouchard says."
1444830350,0.5238082717316543,LETTERS TO THE EDITOR.
1313761332,0.5237917849160896,"Most refugees to be rejected, document says."
1151475699,0.523375389591181,Lifeboat people spark hardening attitude toward refugees.
1125613956,0.5233210163305068,Immigrant or terrorist?.
1238466253,0.5231597396956426,When refugees arrive.
2459922906,0.523104241152997,BURDEN OF PROOF.
1237441303,0.5227649548511162,Genuine refugees pay price of visa restrictions.
1237184716,0.5221749783126857,LETTERS TO THE EDITOR.
1141335218,0.5219658015564744,Religions make plea for tolerance.
1291415976,0.5218080123681783,"Bill will hur refugees, lawyer says."
1412782438,0.5215021336692708,IMMIGRATION.
2748169662,0.520835082795664,Poll shows split over treatment of asylum seekers.
1141325347,0.5205625373945392,Germany's refugee dilemma.
1125693800,0.5203593062975124,Time for a fresh look at the state of refuge.
1135370299,0.5202048650671628,"The back door's open, come o-o-on in."
1366061699,0.5201177630454116,Volpe promises to revamp refugee process.
2487755619,0.5200183477173365,A uniquely Canadian border mess.
1325740211,0.5198272591308237,Canada Needs Immigrants.
1151109330,0.519739702397086,"'We've lost control of our border, critics say."
1444914705,0.5195502616023399,HUMAN RIGHTS.
1143844631,0.5195092752553653,Refugees could face tougher screening.
1143954184,0.5187848792668093,63 per cent like multiracial Canada.
2122196006,0.5187092586154183,Saskatchewan Premier Brad Wall and other politicians are expressing reservations about plan to take in refugees.
2121472979,0.5180494496564318,Wrong concerns.
1237763127,0.5178510404550398,For true refugees only.
2122302141,0.5176985156195522,Ottawa urged to sprinkle refugee flow across country.
1125758521,0.5173195195779366,Canada's heart is hardening.
1412592536,0.5171595736762368,MEXICO AND THE CZECH REPUBLIC.
1238547994,0.5167640592765207,House adopts bill on refugee system.
1151514080,0.5167028172313466,Fewer claimants given refugee status.
1435613192,0.5165608403085653,Immigration policy.
1287278214,0.5162101647336037,"Increase Immigration, Catholic Bishops Urge; Barriers Called Unjust."
1238439706,0.5161914250644645,Overlooked factor in refugee furor.
1238539183,0.5160850800881422,"Church, rights groups urge Senate to take close look at refugee bills."
1444895668,0.5159522288664976,ANALYSIS ASYLUM SYSTEM LEGISLATION.
1135976056,0.515828152833412,LETTERS TO THE EDITOR.
1350604635,0.5157916387117835,ASK SAFEGUARD AGAINST ALIENS IN IMMIGRATION.
1444800073,0.5154537150694198,Refuge and refugees.
1138767703,0.5153560615486417,Refugee claimants flood in from U.S.
1138369409,0.5153479293854075,Sham refugees.
1238394204,0.51527682185207,"Pitches, promises lure refugee claimants."
1140932027,0.5152585934310058,How the system works.
2459858381,0.5151963021626608,This could get worse before it gets better.
1241478197,0.515095001902596,PQ to seek power from Ottawa over accepting political refugees.
1291549365,0.5145989261758092,"Liberal, CCFer Call for Easing Of Refugee Rules."
1238507113,0.5145527533745087,"Will change refugee bill, minister says."
1151550106,0.5140682835140488,"Canada to admit 26,000 refugees from battle zones."
1313856119,0.5136003466206909,Canada to Admit Hundred Refugees.
1238469295,0.5135396662347257,Bill would keep half of new arrivals out of refugee process.
1151550076,0.5134825003977791,"Bill threatens refugees' rights, churches say."
1369011114,0.5133742732381481,Minister targets bogus refugees.
2748127778,0.5133528437847862,Ottawa eliminates 'safe country' asylum policy.
1148597330,0.513171186793434,Immigration law.
1151110724,0.5124507312667161,Lawyer criticizes handling of refugees seeking welfare.
2122253782,0.5124434214900152,"10,000 refugees have applied to Canada."
1143888157,0.5124088106464729,"Immigration officials blocking legislation, lawyer charges."
2121438038,0.5122880200701798,Liberals' refugee plan still unsettled.
2459966261,0.51224070834259,UNCERTAIN CROSSING.
1238472469,0.5120254814972036,"New regulations are stemming flow of refugee claimants, Weiner says."
2122191647,0.5120154748547217,Refugee crisis.
1222738058,0.5119778835632325,Amnesty for refugees called unfair.
1222366137,0.5114919895090877,LETTERS TO THE EDITOR.
1237434855,0.5112699672066724,"Genuine refugees to be penalized under new system, lawyer says."
1151348424,0.5106746510245572,McDougall foresees refugees returning home soon.
1222280854,0.5105570512101565,Canada's refugee law criticized.
1284566399,0.5102988191654256,Just What Was Said.
1444744038,0.5101895742449891,PARLIAMENT.
1325762639,0.5100760823978103,MEIGHEN URGES GREATER INFLUX.
2273285580,0.5100493965335714,Does Canada need more immigrants?.
1151546382,0.509989194667934,Canada to help Yugoslav refugees.
1313754305,0.5097668395985143,Minister cool to changes in refugee bill.
1237670712,0.5097265467608325,A world of refugees.
1350907421,0.5095785229195936,Correspondence.
1151550016,0.5092544363051748,It is easy to exercise power against people who have none.
1238513289,0.5086495949644783,'Crisis' is non-existent refuaee-bili critics say.
1151458021,0.5083734764740038,Refugee system proposals condemned by coalition.
1412617284,0.508369520382876,LETTERS TO THE EDITOR.
1151692122,0.5081286721944684,Display Ad 14 -- No Title.
1143932058,0.5080604248883765,Canada proves a kind exception for refugees.
2748615793,0.5080341027872456,AT THE BORDER.
1238435223,0.5077677296449469,Refugees find doors to Canada quickly closing.
1238434401,0.5077390213603392,Refugees will have 72 hours to prove claims.
1238401048,0.507639992507621,Immigration different issue from refugees.
1942952201,0.5075346045374982,The struggle to find care.
1238797623,0.5073201124802487,Policy on refugees.
1238544754,0.5070962315999127,"Bill will be tough but fair, Lewis says."
1143527635,0.506872728620982,Panel's immigration proposals rejected by MPs' committee.
1237734152,0.5068457653699118,Portuguese fear deportations under new law.
1326104065,0.506687573081662,HOLDS CANADA SHOULD SELECT IMMIGRANTS.
1143280062,0.5065191453654029,They are not refugees.
1444822606,0.5062752897158266,IMMIGRATION.
1238463703,0.5062709826354642,Tories offer senators deal to speed refugee bill.
1288373633,0.5058529122383378,Canada and the Refugees.
1237258802,0.5057466759927851,"No action yet on refugees, Ottawa says."
1151469170,0.5052697355026284,GEORGE BAIN.
1125535689,0.5050137315710741,The boat people.
2459947281,0.5049888479756253,Ottawa's response to asylum seekers undercuts the system.
1316233057,0.5049474090475408,Urges Canada to Share Spanish Refugee Worry.
1151454768,0.5047751138019979,False refugee claims.
1238439221,0.504730762822438,Would-be Canadians deserve a better deal.
1369138405,0.5046446838763581,The wretched of the Earth.
1513452973,0.504560947511115,Seekers of safe harbours.
1237316622,0.504145462035751,Showing some initiative deserves to be rewarded.
1811366274,0.5037400016332998,Trade talks squeeze Canada's refugee-protection system.
1695858907,0.5035529561149505,It's up to the EU.
1368808929,0.5033477640394025,A thicket of problems at Sgro's Immigration.
1151653388,0.5033088128083555,Court ruling on refugees wins praise from lawyers.
1238393920,0.503302529012275,Opponents of new refugee law brace for major legal offensive.
1151494075,0.5032085758193627,"Xenophobia a threat, UN refugee chief says."
1239625604,0.5031624761259206,Political asylum.
1138388062,0.5029464421748276,Those uppity immigrants.
2606141594,0.502340904963717,CONFIDENCE IN A BORDER.
1238297976,0.5020617455830415,Refugee term.
1151468961,0.5020429154028978,"Quebec should accept Tamils, minister says."
1411948110,0.5013429088996284,What's plaguing the immigration system.
1125766449,0.5013186485945639,Canada's welcome mat.
2460114674,0.5009998770274999,"Quebec, Manitoba see refugee influx."
2748258455,0.5009087342010792,"Two parties, bordering on the same ideas."
1400721675,0.5007710655496265,Xeconophobia versus free immigration.
1151689321,0.5007048590743904,Refugee policy may hinge on ruling.
1444804966,0.5006332282621969,The task of the refugee board.
1412186538,0.5005116128983378,IMMIGRATION.
1412319202,0.5003765113867226,Letter to the Editor 1 -- No Title.
2273303262,0.5003267035523089,Most don't link immigration to terrorism.
1143926103,0.4993463632265399,Canada not planning to widen refugee rules to cover sex bias.
1355054759,0.4989111964292429,AN IMMIGRATION PULICY.
1151652967,0.4988930726128035,Court orders full hearings for refugee aliens.
1125401156,0.4983292354482016,Don't slam the door too quickly.
1325765526,0.4975190800344855,Refugee Question Moral and Ethical.
1239267541,0.4974723954465294,Letter to the Editor 1 -- No Title.
1151561601,0.4971895104837724,Refugees' plight pondered.
1350913723,0.4971265671016066,Refugee Immigration Regarded as Risky.
1125506101,0.4968880587972389,LETTERS TO THE EDITOR.
1270648064,0.4967811565386982,Illegal entry.
1143581165,0.4966942579092946,LETTERS TO THE EDITOR.
1145263735,0.4966919995429902,A home in Canada.
1412204520,0.4965111427938509,FEDERAL COURT.
1444827128,0.4964806201918997,THE EXPERTS.
1148957789,0.4963232671589934,Canada's economic needs stressed.
1151468706,0.4961006671421326,"Door open to those seeking freedom, PM says."
1135378871,0.4960491689811903,Boggling the immigration process.
1237427609,0.4959199626778594,Meddling in refugees.
1411970676,0.4956366261183283,ASYLUM SEEKERS.
2121460883,0.4955868239331448,No surprise: Some refugees aren't thrilled about Canada.
1356104463,0.4955652406159032,THE LURE OF CANADA.
1371170531,0.4953950101439565,Israelis seek asylum in Canada.
1237761778,0.4953009055588442,Ruling on immigration bodies appealed.
1151561648,0.4951352718576925,Valcourt firm on immigrant restrictions.
1143637463,0.494870970458535,"Who comes to Canada, who stays in Canada."
1143933296,0.4947027448145449,Proposed changes in refugee system irk rights groups.
2748636128,0.4946082253599534,"U.S. asylum agreement could affect flow of refugees into Canada, advocates say."
1237773012,0.4943655987787802,Moderate rise planned in immigration levels.
2121474891,0.494155542167725,Display Ad 2 -- No Title.
1238523108,0.494074804242098,"Migrants' bill unconstitutional, lawyers say."
1125552904,0.49404706014082,"Co-ordinate security, retain sovereignty."
1238227603,0.4939309950448826,CANADA'S REFUGEE POLICY.
1142462749,0.4938607540463582,Critics doubt Marchi move will succeed.
2273307700,0.4934763434845631,"Canadians still see newcomers in positive light, study finds."
1513562391,0.4931086329754802,Canada's barriers to a close friend.
1143804857,0.4928258792640624,Who is a refugee and who is not.
1125787809,0.4927885387976654,"Immigrant screening seen as lax, poll says."
1142491742,0.4926080730024491,Refugee claimants get second chance.
2610163025,0.4923484920958551,Let's ensure our border remains a beacon of hope.
1411883827,0.492162691706105,Court allows deportation of refugees facing death.
1238433003,0.4919439346572616,Ottawa acts to stop torrent of refugees.
1288566893,0.4915541256983591,Plea for Refugees.
1284904768,0.491516157068934,Selective Immiarafion.
1350900849,0.4911884505195342,CANADA ACTS UPON REFUGEE ISSUE: CRERAR.
1239200100,0.4909079292790838,"Canada should take only refugees it can afford, says reader."
1151322272,0.4906911834101589,Refugee hearings.
1151109038,0.4906847154980237,Several types of refugees accepted.
1811315489,0.4906544865948454,New rules for asylum claims has sent applications into sharp decline.
1237249804,0.4906419612242322,A good reason for visas.
1237235685,0.4904568722180865,Rules of deportation.
1143393563,0.4904455381761368,Refuge from the truth.
1143978647,0.4897879100483621,Tactic foils travellers with bogus papers.
1238568760,0.4896095908085527,Entry Into Canada.
1237813118,0.4893696043029298,70% of people in old refugee process will remain in Canada top official says.
2605914008,0.4892370821209603,"Using AI to handle immigration is risky, report says."
1400796711,0.4889547763300667,U.S. urged to keep eye on Canada's border controls.
1238493072,0.4888650636896263,Few Indians given status of refugee since 1982.
1143972277,0.4888438312481632,Other 4 -- No Title.
1140830822,0.4888060994383251,Ducking the refugee issue.
1270456727,0.4888027155681683,Obstacles to Immigration Are Decried by Liberal MP.
1125759765,0.4883633109562317,Not all are refugees.
1411693274,0.4882871088105232,The security certificate is an acceptable tool.
2122009195,0.4882114538370248,"A new story, but a sadly familiar tale."
1368204039,0.4881793082931756,Refugee approval rates vary widely.
1151491782,0.4881187261772097,Europeans are getting tough over avalanche of refugees.
1368940308,0.4879048116590627,Economy will hurt if huddled masses forsake the U.S..
1237560650,0.4878901544142942,Mandatory visas upset refugee groups.
1143613830,0.4877909566592418,No warm welcome for refugees.
1237168161,0.4875964651674161,LETTERS TO THE EDITOR.
1143741508,0.4875401462382624,Naively generous.
1143820160,0.4874583579497896,Ranking the refugees.
1238500933,0.4874159445427493,Migrants still detained in Halifax may get news on release today.
1237229573,0.4872461697994645,Minister denies plans to clear refugee backlog.
1293023321,0.4872218210441461,Canada Bars Door If Baits No Visas.
1142618818,0.487082228535631,Reform releases refugee crime data.
1151474027,0.4867978323403625,Sleight of hand used on refugees.
1434974453,0.4867150209791097,"Ottawa eases rules for 7,500 refugees."
1238506969,0.4866019750109924,"Pass new refugee bill now, Tory MP says."
1355052834,0.4862897689724523,... BRITISH IMMIGRANTS.
1151568119,0.4862790435632083,Proposed bill destructive to refugee rights.
1240452089,0.486139654863792,Polish refugees.
1316359384,0.4859705216955468,No more rule-bending.
1237481515,0.4858944943587637,"Hearings needed on refugee claims, policy report says."
1237234072,0.485799327308322,Worldwide refugee count at 13 million.
1513555343,0.485756957747761,Tories tread careful line on immigration policy.
1239280179,0.485731823708269,Inconsistencies revealed in attitudes to refugees.
1238506694,0.4857030881592036,Tories will push for speedy review of refugee bill.
1444803361,0.4856644802128402,LETTERS TO THE EDITOR.
2122311691,0.4856391296979558,Keeping faith on immigration.
1326113301,0.4853413722850423,WOULD LOWER REFUGEE BARS.
2122231144,0.4851607687905089,More than accept.
1238413149,0.4848940316345708,Bouchard considering change to make refugees wait in U.S..
1151448867,0.4848346489715822,Only real refugees.
1313815725,0.4847240793663878,"Give refugee claimants welfare, report urges."
2122234303,0.4847074361161961,Head of migration organization applauds Canada's refugee plan.
1140301148,0.4846810723283827,Toward a 'moderate level of immigration'.
2605865898,0.4845272050368107,WELCOME (?) TO CANADA.
